,날짜,기사제목,본문내용
0,2021-04-07,"삼성전자, 1Q 잠정실적 발표 임박..영업익 9조원대 찍나",파이낸셜뉴스 삼성전자의 분기 잠정실적 발표를 앞두고 조원에 육박하는 영업이익이 점쳐진다 전자도 분기기준 사상 최대 영업익 달성 가능성이 예상된다 일 업계에 따르면 삼성전자는 분기 매출액이 약 조 억원 영업이익 약 조 억원 으로 추산된다 전년동기 대비 매출은 영업이익은 증가한 수준이다 반도체의 경우 미국 텍사스 정전 사태로 오스틴 생산라인 가동이 중단되면서 전분기 조 억원 전년 동기 조 억원 대비 수익성이 감소가 예상된다 전자의 분기 실적전망은 매출액은 조 원 영업이익 조 억원대로 예상된다 각각 전년 동기 대비 가량 증가한 수준이다 전자의 분기 실적은 오브제 컬렉션 으로 대표되는 프리미엄 생활가전과 유기발광다이오드 등 프리미엄 제품들이 이끌었을 것으로 보고 있다 삼성전자와 전자는 지난해 코로나 에도 시장 전망치를 뛰어넘는 어닝 서프라이즈 를 기록한 바 있다 안승현 기자
1,2021-04-07,"삼성전자, 영업익 10조 나올까…'어닝 서프라이즈'에 쏠린 눈",머니투데이 강민수 기자 개장전 삼성전자가 지난해 분기 매출 조원 영업이익 조원의 잠정실적을 발표한 일 서울 서초구 삼성전자 서초사옥에 깃발이 펄럭이고 있다 사진 김휘선 기자 삼성전자의 분기 잠정실적 발표일을 맞아 증권업계가 촉각을 곤두세우고 있다 어닝 서프라이즈 깜짝실적 여부에 따라 이날 국내 증시의 향방이 달라질 것으로 보이기 때문이다 다만 차익 실현 매물이 나오더라도 긍정적인 외국인 수급은 이어질 것이라는 전망이다 일 현지시간 뉴욕증시에서 블루칩 우량주 클럽인 다우존스산업평균지수는 전 거래일보다 포인트 내린 만 로 장을 마쳤다 대형주 중심의 지수는 전날보다 포인트 내린 로 거래를 마쳤다 기술주 중심의 나스닥 종합지수는 포인트 내린 만 로 마감했다 장기 국채금리도 하락했다 이날 로 출발한 미국 년 만기 국채수익률은 수준으로 떨어졌다 증시는 전날 사상 최고치 경신에 뒤이어 숨고르기를 하는 모양새였다 다만 주가 흐름은 업종별로 달랐다 아마존 알파벳 페이스북 등 기술주는 전날 급등에 약세를 보였고 델타항공 노르웨이 크루즈 등 항공주와 크루즈주는 강세를 이어갔다 이날 국내 증시 관건의 삼성전자 분기 잠정 실적 발표가 될 것으로 보인다 김유미 키움증권 연구원은 최근 반도체 섹터의 반등이 빨랐던 만큼 주요 발표 이후 차익 매물 출회 가능성을 배제할 수 없다 면서도 견조한 시장 예상치와 크게 벗어나지 않는다면 낙폭도 제한될 것 이라고 예상했다 금융정보업체 에프앤가이드에 따르면 삼성전자의 올해 분기 영업익 컨센서스 복수 증권사 전망치 평균 는 전날 기준 조 억원이다 그러나 최근 증권가가 일제히 실적 전망치를 상향한 점을 고려하면 이는 가뿐히 뛰어넘을 것으로 기대된다 일부 증권가에서는 영업익 조원 전망까지 내놓았다 염승환 이베스트투자증권 부장은 삼성전자 분기 영업이익은 조원 이상 나올 것으로 기대된다 며 시장 기대치는 미리 높아져 있는 상황으로 조원 이상이 나와야 서프라이즈 라고 진단했다 한편 국채 금리 하락과 환율 약세는 외국인 수급에 긍정적이라는 평가다 전날까지 외국인은 코스피시장에서 거래일 연속 순매수하며 조 억원을 사들였다 외인의 일 연속 순매수는 지난해 월 일 이후 개월여 만이다 김 연구원은 간밤 미국 증시에서 미 국채 금리가 포인트 하락하고 달러 지수도 하락한 점은 긍정적인 외국인 수급 여건을 조성할 것 이라고 기대했다 서정훈 삼성증권 연구원은 미국 경제의 나홀로 회복 가능성이 달러 강세를 자극해왔으나 월 이후 해당 기류는 분기보다 완화되는 모습 이라며 최근 수일간 이어지고 있는 국내 증시의 외국인 매수세도 조금 더 이어질 것으로 예상된다 고 판단했다 강민수 기자
2,2021-04-07,삼성·LG 1분기 잠정실적 오늘 발표…'서프라이즈' 기대감 ↑,삼성전자 영업익 조 예상 가전 모바일 선전 전자 프리미엄 가전 올레드 호조 조원 전망 이데일리 배진솔 기자 삼성전자와 전자는 일 년 분기 잠정실적을 발표한다 삼성전자는 가전과 스마트폰에서 선전을 전자는 프리미엄 가전에서 좋은 실적을 기록했을 것이라는 전망이 나온다 사진 이데일리 방인권 기자 일 금융정보업체 에프앤가이드에 따르면 삼성전자의 분기 실적 컨센서스 증권사 전망치 평균 는 영업이익 조 억원 매출액은 조 억원이다 지난해 분기 대비 각각 늘어난 수치다 증권사들은 삼성전자가 비스포크 를 앞세운 가전 과 함께 스마트폰 부문에서 수요 증가가 이어지며 분기에 조원 이상의 영업이익을 기록할 수 있을 것이라는 분석을 연이어 내놓고 있다 한편 반도체 부문의 경우 미국 텍사스주 오스틴 생산라인 정전 영향으로 인한 손실이 억원 내외일 것으로 예상되는 등 다소 주춤할 것이라는 전망이다 그나마 글로벌 반도체 부족 현상에 따른 메모리반도체의 평균판매가 상승이 실적 하락을 방어할 것으로 보인다 사진 연합뉴스 삼성전자와 같은 날 분기 잠정실적을 발표하는 전자는 예상보다 좋은 실적을 내놓을 것이라는 전망이 이어지고 있다 에프앤가이드는 전자의 분기 실적 컨센서스를 영업이익 조 억원 매출액은 조 억원으로 집계했다 각각 전년 동기 대비 증가한 수치다 전자의 분기 실적은 오브제 컬렉션 으로 대표되는 프리미엄 생활가전과 유기발광다이오드 등 프리미엄 제품들이 이끌었을 것으로 보고 있다 북미와 유럽을 중심으로 코로나 백신 접종이 시작되면서 이에 따른 보복 소비가 올 초까지 이어졌을 것이라는 분석이다 특히 액정표시장치 가격 상승으로 인한 로의 세대교체가 빨라진 것도 전자의 수익성을 끌어올린 요인으로 꼽힌다 배진솔
3,2021-04-07,오늘 1분기 실적발표 삼성전자 영업이익 9조 넘었을까,전자도 사상 최고 영업이익 전망 나와 파이낸셜뉴스 삼성전자 서초사옥 사진 뉴스 삼성전자의 올해 분기 영업이익이 조원을 돌파했을지 관심이 쏠린다 삼성전자와 전자가 오늘 일 나란히 올해 분기 잠정 실적을 발표하는 가운데서다 오늘 업계에 따르면 삼성전자는 오전에 전자는 오후에 각각 잠정 매출액과 영업이익을 공시한다 삼성전자의 올 분기 매출액은 약 조 억원 영업이익 약 조 억원 에프앤가이드 집계 으로 추산된다 전년 동기 대비 매출은 영업이익은 증가할 것으로 예측되는 것이다 최근 하이투자 케이프 삼성 유진 신한금융 미래에셋증권 등은 삼성전자의 올 분기 영업이익을 조원 이상으로 내다봤다 현대차증권의 경우 조원대를 기록할 것으로 전망했다 송명섭 하이투자증권 연구원은 반도체 부문의 실적은 오스틴 라인 정전 영향 등으로 부진하겠지만 모바일 부문의 실적은 양호한 출하량 등으로 전분기보다 대폭 증가할 것이다 고 내다봤다 이승우 유진투자증권 연구원은 세트 사업부가 반도체 부진을 메워줄 전망이다 고 분석했다 전자도 분기 영업이익이 사상 최고치를 기록할 것이라는 전망이 나온다 전자의 올 분기 컨센서스는 매출 약 조 억원 영업이익 약 조 억원이다 이는 전년 동기대비 각각 증가한 것이다 실적 상승 기여도는 와 가전이 높을 것으로 분석됐다 전자가 신장성동력으로 삼고 있는 전장부품 사업본부 매출액은 전년 동기 대비 증가할 것으로 관측된다 유진투자증권 노경탁 연구원은 가전 및 의 신제품 출시 및 성수기 진입으로 호실적이 예상된다 고 진단했다 키움증권 김지산 연구원은 가전과 중심의 홈코노미 수요 강세가 이어지고 자동차부품이 전기차부품 위주의 체질 개선 성과를 보여줄 것이다 고 분석했다 서울 여의도 전자 본사 사진 뉴시스 전자 삼성전자 홍창기 기자
4,2021-04-07,"[굿모닝 증시]삼성전자가 여는 실적 시즌…""차익매물 부담되지만 낙폭 제...",코스피가 상승세로 출발한 일 오전 서울 중구 을지로 기업은행 파이낸스타워 딜링룸 모습 이미지출처 연합뉴스 아시아경제 이선애 기자 일 삼성전자와 전자의 분기 잠정실적 발표를 필두로 실적 시즌이 본격적으로 시작된다 증시에 호재인 분기 상장사 실적 전망치의 상향 추세가 계속되고 있어 귀추가 주목된다 김유미 키움증권 연구원은 한국 지수 는 상승 신흥국 는 상승 유렉스 야간 선물은 상승 원 달러 환율 개월물은 원으로 이를 반영하면 환율은 보합권에서 출발할 것으로 예상한다 면서 한국 증시는 이날 삼성전자의 잠점실적 결과에 따라 변화가 예상되며 최근 반도체 섹터의 반등이 빨랐던 만큼 주요 발표 이후 차익 매물 출회 가능성을 배제할 수 없다 고 전망했다 이어 하지만 견조한 시장 예상치와 크게 벗어나지 않는다면 낙폭도 제한될 것으로 예상한다 면서 간밤 미국 증시에서 미 국채 금리가 하락하고 달러 지수도 하락한 점은 긍정적인 외국인 수급 여건을 조성할 것으로 기대한다 고 덧붙였다 차익실현 매물로 뉴욕증시 하락 차익 실현 매물이 나오면서 뉴욕증시 주요지수가 모두 하락했다 일 현지시간 뉴욕증권거래소 에서 다우존스 산업평균지수는 전장보다 포인트 내린 만 에 장을 마쳤다 지수는 전장보다 포인트 하락한 를 기록했다 기술주 중심의 나스닥 지수 역시 포인트 내린 만 에 거래를 마쳤다 전장 사상 최고를 경신했던 다우와 지수는 거래일 만에 하락 전환했다 이날 증시는 소폭 내렸지만 사상 최고 수준에서 크게 벗어나지 않았다 월 고용 호재 효과가 지속됐고 이날 나온 구인 지표도 좋았기 때문이다 다만 주요 지수는 하락했지만 주요 기업들은 상승 마감했다 이날 테슬라는 전장대비 오르며 사실상 보합세였다 테슬라의 종가는 달러였다 애플 역시 상승했다 거래일 연속 주가가 하락했던 쿠팡은 약세장이었던 이날 주가가 상승반전했다 쿠팡의 주가는 이날 올랐다 하루만에 달러선을 회복했다 투자자들은 향후 발표될 주요 기업별 실적 발표에 관심을 가질 것으로 전망된다 다음주부터 모건과 골드만삭스 등 대형 은행들을 시작으로 분기 실적 발표가 예정돼있다 최유준 신한금융투자 연구원 미국 고용지표 개선 분기 주요 기업 실적 주목 일 발표된 미국 월 비농업고용자수는 만명 증가로 예상치 만명 증가 를 대폭 상회 백신 접종 확산에 따른 강한 고용 회복세가 확인됐다 특히 코로나 피해가 컸던 레스토랑 호텔과 레저 등 대면 서비스 업종에서 만명이 증가됐다 연이은 미국 지표 호조에 년물 국채 금리가 선 재진입한 한편 예상보다 빠른 고용 회복으로 조기 통화정책 정상화가 이루어질 것이라는 전망에 단기 금리도 동반 상승했다 월 말 들어 원 달러 환율이 원 부근에서 변동성 제한되면서 외국인 수급 유입 재개가 이뤄지고 있다 외국인의 거래일 누적 순매수액은 조 억원 전일 업종별로는 철강 화학 건설 등 민감주 매수세가 두드러졌따 철강 업종은 중국 정부의 철강 수출 지원책의 일환이었던 수출 증치세 부가가치세 환급금 인하 보도 이후 중국 수출용 철강 가격 상승에 따른 반사 수혜 기대감에 상승했다 가파른 미국 경제 회복은 글로벌 위험자산 선호심리를 자극하나 최근 코로나 재확산 우려 불거진 유로존과의 회복 속도 차이는 증시에 불편한 요소다 삼성전자 잠정 실적 발표를 시작으로 분기 주요 기업 실적에 주목할 필요가 있다 박범지 메리츠증권 연구원 바이든 정부의 법인세 인상은 악재 바이든 대통령은 조 억달러 규모의 인프라 정책을 발표하면서 재원 확보를 위한 법인세 인상 계획을 밝혔다 트럼프 집권 당시 에서 로 인하했던 법정 법인세율을 까지 복원시킨다는 입장이다 기업 입장에서는 즉각적인 이익 감소가 불가피하기 때문에 이에 대한 우려가 높아지고 있다 미국이 년 의 법인세를 도입한 이후 크게 차례의 인상 국면이 있었다 년 제 차 세계 대전 년 소득세 인하 년 대공황 및 뉴딜정책 년 제 차 세계대전 년 전후 정상화 년 베트남 전쟁 년 재정적자 축소 및 경기부양 이다 국면별 주가 추이를 보면 법인세 인상 자체보다는 배경이 중요한 듯하다 전쟁 자금 마련 을 위한 증세는 주가 하락을 면치 못했다 반면 년 국면에서는 소득세 인하로 소비가 늘면서 경제가 성장했으며 년 국면은 뉴딜정책 등으로 경기가 회복되는 시기였다 마찬가지로 년 년 국면도 경기가 좋은 덕분에 법인세 인상에도 주가는 상승세를 보였다 증세로 인한 이익의 감소는 일회성 이벤트에 그쳤을 뿐 주가의 추세를 결정하는 중장기적인 이익 성장에는 영향을 미치지 못했기 때문이다 오히려 거두어들인 세금을 경기 부양에 활용한다는 점에서 중장기 이익에는 긍정적이라고 볼 수도 있다 이번 증세 국면에서도 일시적인 이익 감소보다는 중장기적인 이익 방향성이 중요할 듯하다 단기적으로는 증세 우려가 심화되면서 이익 감소폭이 큰 커뮤니케이션 헬스케어 업종의 변동성이 확대될 수는 있지만 년까지 두 자릿수 대 이익 성장률이 예상되며 증세 목적이 대규모 인프라 투자라는 점에서 주가에 악영향은 제한적일 것이라고 판단한다 이선애 기자
5,2021-04-07,"""외국인이 돌아왔다""…삼성전자 1.1조 '싹쓸이'",사진 게티이미지뱅크 국내 증시에서 외국인 투자자들이 주식을 사들이고 있다 월별 기준 올해 들어 처음이다 일 금융투자업계에 따르면 외국인은 월 들어 지난 일까지 유가증권시장에서 거래일 연속 주식을 순매수 해당 기간 주식을 사들인 규모는 조 억원이다 월별 기준 올해 첫 순매수를 기록한 것이다 외국인은 올해 들어 월 조 억원 월 조원 월 조 억원 등을 각각 순매도했다 이들은 대형주를 장바구니에 쓸어담고 있다 삼성전자 조 억원 하이닉스 억원 카카오 억원 네이버 억원 텔레콤 억원 등을 집중 매수했다 외국인이 주식을 사들이는 것은 달러와 금리 약세 때문이라는 설명이다 지난달 원을 웃돌던 원 달러 환율은 이달 들어 하락하고 있다 지난 일에는 원 아래로 내려갔다 증시에 부담을 주던 미 년물 국채금리도 연 대에서 정체된 상황이다 이송렬 기자
6,2021-04-07,삼성·LG전자 오늘 실적 발표…시장 관심은 '9조'·'1.2조',머니투데이 심재현 기자 삼성전자 서초사옥 사진제공 삼성전자 국내 전자업계를 대표하는 삼성전자와 전자가 일 오전 분기 잠정실적을 발표한다 양사 모두 양호한 실적을 내놓을 것으로 보인다 금융정보업체 에프엔가이드가 집계한 증권사들의 삼성전자 실적 평균 예상치는 매출 조 억원 영업이익 조 억원이다 지난해 분기 실적과 견줘 매출은 이상 영업이익은 가까이 늘어날 것으로 예상된다 잠정실적 발표가 가까워지면서 현대차증권이 조원 하이투자증권이 조 억원 삼성증권이 조 억원을 예상치로 내놓는 등 영업이익이 조원을 넘어설 가능성도 적잖은 상황이다 지난 월 조기출시한 갤럭시 과 시리즈 등 스마트폰이 실적 개선을 이끌었다는 평가다 코로나 사태 진정세로 보복소비 수요가 이어지면서 가전 판매도 강세를 보였다 반도체 부문 실적은 연초 램 가격 상승에도 불구하고 미국 한파에 따른 텍사스주 오스틴 공장 가동중단 피해 등에 발목을 잡히면서 당초 기대보다 저조한 것으로 예상된다 오는 월 말 스마트폰 사업 철수를 결정한 전자도 분기 와 가전 부문의 호조로 깜짝 실적 을 거둔 것으로 보인다 시장의 관심이 전자의 분기 영업이익이 분기 사상 최고치를 기록할지에 모인다 심재현 기자
7,2021-04-07,삼성·LG전자 올 1분기 '어닝서프라이즈'?···오늘 잠정 실적 발표,삼성전자 분기 영업익 조원 예상도 나와 전자도 오늘 발표 사상 최대 분기 실적 여부 관심 서울경제 국내 전자업계를 대표하는 삼성전자 와 전자 가 일 오전 나란히 분기 잠정 실적을 발표한다 올해 장기호황이 점쳐지는 반도체 실적은 당초 예상보다 부진하지만 가전 모바일 등의 시장이 기대 이상 선전하면서 양 사 모두 양호한 실적을 공개할 것이라는 전망이 많다 일 전자업계와 증권가에 따르면 삼성전자의 경우 분기 영업이익이 조원을 넘어설 것이라는 관측이 나온다 연초 갤럭시 과 시리즈 등 스마트폰이 실적 개선을 이끌었다 신종 코로나바이러스 감염증 코로나 의 펜트업 수요가 이어지면서 가전 판매도 강세를 보였다 이에 비해 반도체는 연초 메모리반도체인 램 가격이 상승했지만 미국 텍사스주에 불어닥친 한파로 오스틴 공장의 가동 중단에 따른 피해가 삼성전자의 발목을 잡았다 공장이 주 가까이 멈춰있었기 때문에 가동 중단에 따른 저조한 실적을 거둔 것으로 업계는 보고 있다 앞서 현대차증권은 삼성전자의 올 분기 매출액을 지난해 같은 기간보다 조 억 원 영업이익은 많은 조 원으로 추정했다 미국 오스틴 공장 정전으로 인한 일회성 비용을 반영해 영업이익을 직전 추정치보다 내렸지만 여전히 시장의 컨센서스 조 억 원 를 웃도는 어닝 서프라이즈 다 사업부별 영업이익은 반도체 조 억 원 스마트폰 조 억 원 디스플레이 억 원 가전 조 억 원이다 오는 월 말로 모바일 부분 사업 철수를 결정한 전자도 분기에 와 가전 부문의 호조로 깜짝 실적이 점쳐진다 증권가 컨센서스는 매출 약 조 억원 영업이익 약 조 억원이지만 이보다 더 높은 실적을 기록할 것이라는 전망이 힘을 받고 있다 가전과 의 판매호조 덕분이다 전자는 분기 영업이익이 분기 사상 최고치를 기록할지에 관심이 쏠리고 있다 다만 모바일 철수로 인한 실적 개선은 이번 분기에 반영되지 않는다 이수민 기자
8,2021-04-07,삼성전자 영업익 9조원 돌파하나…오늘 잠정 실적 발표,서울 서초구 삼성전자 서초사옥 이충우 기자 삼성전자와 전자가 일 오전 분기 잠정 실적을 발표한다 증권업계에 따르면 삼성전자의 분기 영업이익은 조원을 넘어설 것으로 전망된다 갤럭시 과 시리즈 등 스마트폰 실적이 개선된 가운데 신종 코로나바이러스 감염증 코로나 여파로 가전 판매가 늘었기 때문이다 반면 반도체는 미국 한파로 인한 텍사스주 오스틴 공장 가동 중단 등의 여파로 저조한 실적을 거둘 것이라는 전망이 나온다 전자는 분기 와 가전 부문의 호조로 분기 사상 최고 영업이익을 기록할 지 관심이 집중된다 신미진 매경닷컴 기자
9,2021-04-07,"'삼전' 배당금 받는 외국인, 본국 송금 나설까…환율 '비상'",머니투데이 고석용 기자 지난달 일 경기도 수원 수원컨벤션센터에서 열린 삼성전자 제 기 정기 주주총회에서 부문장 김기남 부회장이 경영현황에 대해 설명하고 주주들의 질문에 답변하고 있다 사진 삼성전자 제공 외환시장이 삼성전자의 특별배당에 촉각을 곤두세우고 있다 오는 일 삼성전자가 주주들에게 약 조원을 배당하는데 이 가운데 조원 가량을 챙길 외국인 투자자들이 이 돈을 본국으로 송금하려 할 경우 원 달러 환율이 급등할 수 있어서다 그러나 때마침 국내 조선사들이 대규모 수주에 성공함에 따라 달러 상승 압력이 상쇄될 것이란 전망도 나온다 일 기업평가기관 스코어에 따르면 코스피시장 개 상장사의 올해 배당금 총액은 조 억원으로 전년 조 억원 보다 증가할 것으로 추정된다 삼성전자와 하이닉스 화학 등이 실적 호조를 바탕으로 배당금을 늘림에 따라 국내 상장사 전체적으로 역대 최대 규모의 배당이 예상된다 배당총액이 가장 큰 기업은 삼성전자다 삼성전자의 배당규모는 전체 코스피시장 상장사 배당액의 절반을 넘어설 것으로 보인다 삼성전자는 올해 조 억원 이상의 정규 배당에 더해 조 억원의 회성 특별배당을 지급하기로 했다 이 가운데 정규 분기배당을 빼고 정규 결산배당과 특별배당을 합치면 일 하루에 지급되는 배당금 총액만 조여원에 달한다 외환시장은 이 배당금을 받을 외국인 투자자들의 행보에 주목하고 있다 삼성전자의 경우 외국인 지분율이 로 외국인 주주들에게 지급되는 배당금은 약 조원에 달할 것으로 전망된다 외국인 투자자들이 이를 본국으로 송금하기 시작하면 달러화 수요가 일시적으로 급증할 수 있다는 이유다 외환시장은 올해 주요기업의 외국인 배당금액이 조 억원에 달할 것으로 보고있다 지난해 조 억원 보다 조 억원 증가한 규모다 전승지 삼성선물 연구원은 작년 본원소득 지급 규모를 고려하면 역송금 수요는 억달러 조원 에 육박할 것으로 보인다 며 서울외환시장의 관심이 삼성전자 배당이 예정된 월 일 전후 상황에 쏠려 있다 고 전했다 그러나 국내 조선 사의 대규모 수주와 월 수출액 증가 등에 비춰볼 때 환율 상승압력이 크지는 않을 것이란 반론도 제기된다 산업통상자원부에 따르면 우리나라 조선사들은 지난 분기에만 억달러를 수주했다 전년동기대비 증가한 실적이다 최진명 투자증권 연구원은 글로벌 경기회복세의 영향으로 당분간 선박 수주가 이어질 것 이라고 말했다 수출도 호조세다 국내 수출은 월에만 억달러를 기록하면서 개월 연속 전년동기대비 증가세를 이어갔다 박상현 하이투자증권 연구원은 외환시장은 매년 월 배당금 송금에 따른 달러화 수요가 계절적으로 증가한다 면서도 환율 시황은 당시의 경기상황이나 수급여건 무역수지 등이 종합적으로 반영돼 결정되는데 수출 동향 등에 비춰볼 때 분기에도 환율은 양호한 흐름을 이어갈 것으로 보인다 고 말했다 고석용 기자
