Date,Open,High,Low,Close,Adj Close,Volume
2021-03-30,373500.000000,381000.000000,373500.000000,376500.000000,376500.000000,623997
2021-03-31,379500.000000,383000.000000,377000.000000,377000.000000,377000.000000,568103
2021-04-01,375500.000000,379000.000000,372000.000000,378500.000000,378500.000000,547402
2021-04-02,381500.000000,382500.000000,378000.000000,379500.000000,379500.000000,476668
2021-04-03,381500.000000,382500.000000,378000.000000,379500.000000,379500.000000,476668
2021-04-04,381500.000000,382500.000000,378000.000000,379500.000000,379500.000000,476668
2021-04-05,379500.000000,380000.000000,374500.000000,377000.000000,377000.000000,421508
2021-04-06,378500.000000,391000.000000,378000.000000,388500.000000,388500.000000,997518
2021-04-07,390500.000000,391000.000000,381500.000000,384500.000000,384500.000000,578490
2021-04-08,384500.000000,387000.000000,380000.000000,381500.000000,381500.000000,626575
2021-04-09,382000.000000,385000.000000,381500.000000,383500.000000,383500.000000,469100
2021-04-10,382000.000000,385000.000000,381500.000000,383500.000000,383500.000000,469100
2021-04-11,382000.000000,385000.000000,381500.000000,383500.000000,383500.000000,469100
2021-04-12,384500.000000,393000.000000,383000.000000,385500.000000,385500.000000,680329
2021-04-13,384000.000000,389000.000000,382000.000000,388500.000000,388500.000000,586643
2021-04-14,391500.000000,398000.000000,390000.000000,391500.000000,391500.000000,757969
2021-04-15,391500.000000,398500.000000,386500.000000,391000.000000,391000.000000,889538
2021-04-16,394500.000000,395000.000000,391000.000000,391500.000000,391500.000000,423962
2021-04-17,394500.000000,395000.000000,391000.000000,391500.000000,391500.000000,423962
2021-04-18,394500.000000,395000.000000,391000.000000,391500.000000,391500.000000,423962
2021-04-19,391500.000000,393500.000000,388500.000000,390000.000000,390000.000000,449064
2021-04-20,389000.000000,391500.000000,387500.000000,391000.000000,391000.000000,417892
2021-04-21,389000.000000,389000.000000,380500.000000,380500.000000,380500.000000,835828
2021-04-22,382000.000000,384500.000000,380000.000000,380500.000000,380500.000000,394350
2021-04-23,377500.000000,379500.000000,374000.000000,378000.000000,378000.000000,505140
2021-04-24,377500.000000,379500.000000,374000.000000,378000.000000,378000.000000,505140
2021-04-25,377500.000000,379500.000000,374000.000000,378000.000000,378000.000000,505140
2021-04-26,376500.000000,379000.000000,374500.000000,377500.000000,377500.000000,484369
2021-04-27,378000.000000,381500.000000,376000.000000,380000.000000,380000.000000,392509
2021-04-28,381500.000000,382000.000000,373000.000000,373500.000000,373500.000000,485971
2021-04-29,373500.000000,377500.000000,366000.000000,366500.000000,366500.000000,743106
2021-04-30,366000.000000,366000.000000,353500.000000,359500.000000,359500.000000,1028215
2021-05-01,366000.000000,366000.000000,353500.000000,359500.000000,359500.000000,1028215
2021-05-02,366000.000000,366000.000000,353500.000000,359500.000000,359500.000000,1028215
2021-05-03,366000.000000,370500.000000,360500.000000,363000.000000,363000.000000,507361
2021-05-04,366000.000000,367000.000000,360500.000000,364500.000000,364500.000000,398383
2021-05-05,366000.000000,367000.000000,360500.000000,364500.000000,364500.000000,398383
2021-05-06,360500.000000,364500.000000,359500.000000,361500.000000,361500.000000,632873
2021-05-07,360500.000000,364000.000000,360000.000000,361000.000000,361000.000000,446152
2021-05-08,360500.000000,364000.000000,360000.000000,361000.000000,361000.000000,446152
2021-05-09,360500.000000,364000.000000,360000.000000,361000.000000,361000.000000,446152
2021-05-10,362500.000000,364000.000000,360000.000000,362000.000000,362000.000000,572111
2021-05-11,356500.000000,358000.000000,347500.000000,349000.000000,349000.000000,2373361
2021-05-12,349500.000000,350500.000000,340500.000000,343000.000000,343000.000000,1120816
2021-05-13,337500.000000,341500.000000,334500.000000,337500.000000,337500.000000,992326
2021-05-14,338000.000000,344500.000000,337500.000000,342500.000000,342500.000000,460390
2021-05-15,338000.000000,344500.000000,337500.000000,342500.000000,342500.000000,460390
2021-05-16,338000.000000,344500.000000,337500.000000,342500.000000,342500.000000,460390
2021-05-17,345500.000000,349000.000000,341000.000000,344000.000000,344000.000000,453316
2021-05-18,347000.000000,349500.000000,345000.000000,349500.000000,349500.000000,445015
2021-05-19,347000.000000,349500.000000,345000.000000,349500.000000,349500.000000,445015
2021-05-20,351500.000000,355000.000000,348500.000000,351000.000000,351000.000000,561151
2021-05-21,355000.000000,360000.000000,353500.000000,360000.000000,360000.000000,618431
2021-05-22,355000.000000,360000.000000,353500.000000,360000.000000,360000.000000,618431
2021-05-23,355000.000000,360000.000000,353500.000000,360000.000000,360000.000000,618431
2021-05-24,356500.000000,358500.000000,353000.000000,355500.000000,355500.000000,361765
2021-05-25,355500.000000,358000.000000,352500.000000,358000.000000,358000.000000,433413
2021-05-26,359500.000000,366500.000000,359500.000000,363000.000000,363000.000000,541777
